start,end,speaker,emotion_raw,emotion,confidence,text_sentiment,text_sent_conf,audio_valence,audio_arousal,text_valence,valence_fused,fused_sentiment,affect_label,attitude_label,state_label,rms_energy,zcr,duration,speaking_rate,f0_mean,f0_std,voiced_ratio,text
1557.56,1565.72,3,sad,sad,0.6601,neutral,0.4705,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.035957,0.075773,8.160,5.147,140.686,34.191,0.547,그쵸 점점 이렇게 줄어들고 이렇게 다 엠 엘디 에서 이렇게 사람들이 이렇게 나가기 시작한 거였으니까.
1565.88,1576.30,3,sad,sad,0.9364,negative,0.7174,0.0000,0.0000,-0.7174,-0.3587,overall_negative,짜증/불만,중립,보통,0.034797,0.072129,10.418,4.895,126.186,32.387,0.417,나가고 새로운 사람 채우고 새로운 사람 채우고 이제 하다 보니까 이게 뭐 제대로 이제 어 정리가 계속 안 돼 왔었죠. 안 돼오고.
1576.49,1576.60,0,unknown,unknown,0.0000,neutral,0.3705,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.036259,0.028320,0.110,18.182,0.000,0.000,0.000,좀.
1576.67,1580.19,1,sad,sad,0.7756,neutral,0.5878,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.048521,0.086417,3.520,8.239,224.703,54.664,0.820,더 엠 에디 의 히스토리를 실장님한테 말씀드리면 어때요? 십 칠 년도.
1580.27,1590.70,0,sad,sad,0.8609,neutral,0.5028,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.066324,0.060160,10.433,6.614,171.043,41.825,0.661,"처음에 했죠. 이해했 제봤. 그러면 이제 저는 이제 계속 인제 넥스트 제가 이해한 게 중요한 게 아니고, 그래서 이걸 통해서 무엇을 얻을 것인가? 한들이라도 이거 그건."
1590.82,1604.17,3,sad,sad,0.6680,neutral,0.4360,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.038484,0.079538,13.360,5.240,136.178,35.789,0.696,"그건 같아요, 저기. 그래서 엠 엘디 같은 경우는 뭐 엠 엘디 가 언제까지 할지 모르겠지만 저기 그냥 계속 한다고 봤을 때는 어 지금 당장의 매출을 올리는 것은 포기를 하고요."
1605.09,1618.98,3,sad,sad,0.4897,positive,0.4588,0.0000,0.0000,0.4588,0.2294,overall_neutral,중립,공감/배려,피곤/권태,0.038930,0.062599,13.890,4.824,142.775,52.562,0.552,이제 좀 더 이제 멀리 멀리 내다보고. 매년 상반기 말 이후 이후에 어떻게 이제 이제 그때부터 이제 끌어올려가겠다는 시나리오로 가야 될 것 같다는 저는 생각입니다.
1619.01,1629.43,3,sad,sad,0.7112,negative,0.7463,0.0000,0.0000,-0.7463,-0.3732,overall_negative,짜증/불만,중립,보통,0.030551,0.073346,10.424,5.180,114.060,20.583,0.420,"그래서 당장에 뭐 지금 매출이 훅훅 떨어지는데 이거 빨리 얼마까지 이 끌어올려야 돼 해서 이제 계속 준비한다든가. 아, 포기하자."
1629.66,1634.89,3,sad,sad,0.8826,neutral,0.6207,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.038048,0.074603,5.223,5.169,121.272,16.980,0.591,이 기간 동안은 우리가 재정비를 하고 때부터 이렇게 끌어올릴 법.
1634.94,1642.94,0,sad,sad,0.7907,neutral,0.4786,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.048102,0.050524,8.000,7.500,138.005,32.650,0.701,하지 않을까까 재정비를 하는 방향이 어떻게 해야 되냐라고 인제 가서를 세워 본다면. 이 또한 그니까 우리의 강점이 여전히 유효하다라고 본다면.
1643.04,1649.66,0,sad,sad,0.9068,neutral,0.6005,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.050386,0.044184,6.620,8.006,163.238,35.330,0.585,이제 이 주제에 맞춰서 얘기를 하는 거니까 뭐 여기서 결정한다고 그렇게 되는 건 아니니까 한번 그냥 시뮬레이션을 해보는 거예요.
1649.97,1656.79,0,sad,sad,0.8678,negative,0.5375,0.0000,0.0000,-0.5375,-0.2687,overall_negative,부정/우려,중립,보통,0.056646,0.057090,6.820,5.718,162.725,35.652,0.808,과거로 돌아간다면 결국 결론적으로 이 강점이 발현되지 못했던 건 인력이 빠졌기 때문인 거고.
1657.11,1664.77,0,sad,sad,0.9741,neutral,0.4910,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.055589,0.054134,7.660,6.789,178.566,45.580,0.863,"그러면 조직들은 그 핵심 멤버들이 빠지는 상황, 핵심 멤버들이 탄력적인 대응을 하는 경우는 굉장히 빈번하게 일어나거든요."
1665.13,1674.33,0,sad,sad,0.4349,negative,0.6303,0.0000,0.0000,-0.6303,-0.3151,overall_negative,짜증/불만,중립,긴장,0.050298,0.059282,9.201,6.521,175.047,42.501,0.576,"그러면 어, 앞으로도 빈번하게 일어날 거고, 그렇게 일어나날 때마다 기존의 조직의 안정성이라든가 최소한의 강점이 퇴색돼서는 안 되잖아요."
1675.24,1683.91,0,sad,sad,0.7580,neutral,0.5562,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.053992,0.053769,8.668,4.845,181.100,30.138,0.878,그렇다라고 하는 건 뭐냐면 기존에 가진 강점들이 중계될 수 있는 것들을 늘 준비하는 작업이 필요하다.
1684.02,1694.12,0,sad,sad,0.7528,neutral,0.5261,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.055074,0.064503,10.100,5.446,188.559,44.714,0.680,"그러니까 이제 키맨들이 키맨들 혼 역량만으로 가는 게 아니라 어떻게든 시간을 들여서 그 키맨들의 역량들이 그니까 차석들, 그 차석."
1694.12,1705.95,0,sad,sad,0.8411,neutral,0.4357,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.053890,0.068889,11.832,5.325,194.234,45.244,0.768,"그러니까 차석이 수석이 될 수 있는 차석들을 지속에서 발굴하고 육성하고 하는 작업들이 어떤 조직이든 늘 필요하다. 라는 걸 시사할 수도 있겠네요, 그."
1706.07,1710.01,3,sad,sad,0.8579,neutral,0.4999,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.038615,0.069025,3.940,4.569,134.441,41.237,0.565,책에서도 또 봤는데 고런 말이 있더라고요.
1710.39,1712.11,0,neu,neu,0.6356,neutral,0.6583,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.050377,0.051532,1.720,6.395,116.332,42.743,0.778,어떤 책인지 얘기가 해어.
1713.48,1719.77,3,sad,sad,0.8836,neutral,0.5631,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.049120,0.073106,6.283,3.661,129.213,35.144,0.492,권 오형 님에 초격차라는 책에 보면은 초격차라는 책에.
1720.38,1724.79,0,sad,sad,0.6195,positive,0.5131,0.0000,0.0000,0.5131,0.2566,overall_positive,긍정/낙관,공감/배려,보통,0.081413,0.079675,4.410,4.535,168.919,35.574,0.290,"어, 돈 많이 벌고 싶었구나, 아, 실 실장님이."
1725.35,1731.04,3,sad,sad,0.8369,negative,0.3941,0.0000,0.0000,-0.3941,-0.1971,overall_neutral,중립,중립,긴장,0.066145,0.066107,5.690,5.448,178.604,66.323,0.612,책만거라 책이면서 보는데 여기 보면은 이제 뭐 저도 고일고있 중인데 딱 그.
1731.07,1733.15,0,hap,hap,0.8845,neutral,0.4272,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.067726,0.062426,2.080,7.212,138.316,33.422,0.667,그 말을 이제 읽은 지가 얼마 안 돼서.
1734.00,1745.35,3,hap,hap,0.4499,neutral,0.5361,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.053914,0.076367,11.350,4.581,151.352,40.275,0.555,어 리더가 이제 단기적인 성장만 바라보고 이렇게 그까. 자기가 재인 기간 동안에 이제 그 성장하기 위해서 뭔가 해서는 안 된다.
1745.74,1755.80,3,hap,hap,0.4253,negative,0.8050,0.0000,0.0000,-0.8050,-0.4025,overall_negative,부정/우려,중립,보통,0.059445,0.064255,10.059,5.667,131.470,32.669,0.521,리더는 뭐 이제 좀 더 멀리 이렇게 이제 봐야 되고 이 리더가 빠진다고 해. 빠 빠져버리면은 이게 안 돌아가면 그거는 이제 좋은 조직이 아니다.
1756.84,1760.84,1,sad,sad,0.5210,positive,0.4937,0.0000,0.0000,0.4937,0.2469,overall_neutral,중립,공감/배려,보통,0.055484,0.053157,4.000,6.250,168.403,30.457,0.778,그래서 이렇게 써주셨구나. 내년 내 후년 미래만 생각하셨.
1761.26,1779.41,3,sad,sad,0.5347,positive,0.5117,0.0000,0.0000,0.5117,0.2559,overall_positive,긍정/낙관,공감/배려,보통,0.061640,0.069869,18.154,4.241,162.967,33.884,0.549,"그러니까 뭐 제가 이제 뭐 어, 뭐 이제 당장 내일이라도 너 유파이어 해도 이제 엠 밀디는 잘 골라갈 수 있는 요런 조직을 만들어 놔야 되죠. 그래야 저는 이제 그 좋은 리더였다라는 게 되지 않나."
1779.44,1780.24,3,hap,hap,0.7348,neutral,0.6988,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.062784,0.052903,0.800,7.500,324.938,27.780,0.308,"예, 유파이."
1784.38,1787.02,1,sad,sad,0.4491,neutral,0.5570,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.099242,0.090703,2.640,7.576,258.924,67.918,0.627,저 얼마 전에 알았는데 그게 수랑프가 여행주신.
1788.00,1789.56,0,neu,neu,0.5799,neutral,0.5938,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.053272,0.054349,1.560,3.846,161.343,23.347,0.837,"네, 그 킹쇼."
1790.84,1791.58,1,neu,neu,0.4921,neutral,0.3774,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.019390,0.111491,0.740,6.757,164.855,12.002,1.000,몰랐어요.
1793.45,1807.75,0,sad,sad,0.7049,neutral,0.4931,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.054819,0.070597,14.299,4.616,183.309,52.302,0.550,선민이랑 원어한 내용의 첫 번째 내용 중의 하나가 그거였었습요. 결국은 이제 리더는 필연적으로 그니까 루틴한 업무를 하면 안 된다라고 저는 생각을 하거든요.
1808.31,1813.81,0,sad,sad,0.5475,neutral,0.4718,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.061220,0.055806,5.500,6.727,175.834,43.214,0.907,왜냐하면 인제 문제점을 해결하거나 아니면 문제점이 없이 조직이 잘 골라간다라고 하면.
1813.85,1822.70,0,sad,sad,0.8964,neutral,0.4891,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.059881,0.049849,8.850,6.554,176.067,39.872,0.783,그 조직이 그다음 스텝으로 갈 수 있는 방안을 고민을 할 수 있는 룸이 계속 있어야 되다라고 저는 생각을 하거든요. 이게 같은 차원인 것 같애요.
1822.77,1838.37,0,sad,sad,0.6220,neutral,0.5284,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.059075,0.051376,15.596,5.707,167.296,36.305,0.807,왜 같은 차원이냐면 결국 그렇게 조직이 돌아가려면 계속 우리가 몇 번이나 나왔던 권한이임에 대한 얘기가 나오는 조직이 누군가에 대해서 다시금 그 그 역할을 권한이임하고 권한이임 된 것들이 제대로 수행될 수 있는지.
1839.00,1849.20,0,sad,sad,0.9431,neutral,0.4481,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.041663,0.054355,10.200,5.196,161.254,39.932,0.755,"빨 지켜보고 조언해주고, 끌어올려주고 상황을 만들어주고 하는 작업들이 계속 수반돼야 되지. 않나라는 뭐 이런 생각들이 좀."
1850.12,1853.73,3,sad,sad,0.8261,neutral,0.4594,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.038312,0.064038,3.610,5.817,122.681,20.149,0.549,들었습니다. 그 그래서 저기 저도 요즘들은 많이.
1853.73,1854.26,0,hap,hap,0.5674,neutral,0.4681,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.027662,0.061724,0.530,9.434,129.727,18.205,1.000,생각하는.
1854.26,1854.70,3,hap,hap,0.7708,neutral,0.3869,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.022690,0.079171,0.440,4.545,83.699,11.964,0.929,게.
1856.07,1856.33,0,unknown,unknown,0.0000,neutral,0.5538,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.021154,0.038140,0.260,15.385,92.033,5.423,1.000,저기 그.
1857.63,1869.21,3,neu,neu,0.4255,neutral,0.4884,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.044656,0.070926,11.580,4.836,138.748,42.876,0.602,각 파트 내에서 결정할 수 있는 거는 그냥 거기서 알아서 다 정하고 정하고 이제 알아서 빨리 굴러가게 해야 되지 않나. 그 저번에 또 뭐 저희.
1870.57,1870.91,0,hap,hap,0.4497,neutral,0.4316,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.029091,0.060192,0.340,8.824,0.000,0.000,0.000,거기.
1872.87,1881.28,3,sad,sad,0.5667,positive,0.4705,0.0000,0.0000,0.4705,0.2352,overall_neutral,중립,공감/배려,피곤/권태,0.038373,0.065346,8.410,5.707,129.700,34.393,0.635,"아, 워크숍이라든지 실장님 이야기해 주셨듯이 위임할 수 있는 일들을 다 위임을 해서 이제 다 불러갈 수 있겠끔 하고."
1881.35,1889.89,3,sad,sad,0.6719,neutral,0.5882,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.028446,0.076565,8.545,4.330,116.610,28.813,0.444,"리더는 이제 앞으로 뭐 할지 이런 거를 계속 생각하고 그 사람들, 이제 그 팀원들이 이제 어."
1889.90,1898.42,3,sad,sad,0.6247,positive,0.5345,0.0000,0.0000,0.5345,0.2672,overall_positive,긍정/낙관,공감/배려,보통,0.037814,0.059951,8.520,6.221,127.775,32.620,0.652,딴 생각 없이 이에만 집중할 수 있는 환경을 계속 만들어주는 거를 이제 고민해 나가는 역할을 해야 된다라고 또 한번. 생각합니다.
1901.48,1901.91,3,hap,hap,0.4190,positive,0.4183,0.0000,0.0000,0.4183,0.2091,overall_neutral,중립,공감/배려,보통,0.011826,0.105085,0.430,9.302,115.104,12.854,0.714,알있어.
1903.39,1918.51,0,sad,sad,0.4572,neutral,0.4528,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.044825,0.060689,15.120,5.093,137.101,32.221,0.584,시우리상 주제로 넘어가기 전에 이제 여기에는 어떻게 보면 제가 어 이 미팅을 이제 하나의 쿼스로 맞추다 보니까 이제 어떻게 보면 무리하게 요약이 되어 있는 경향이 있을 수도 있을 것 같아요.
1918.80,1922.33,0,sad,sad,0.4472,neutral,0.5235,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.036384,0.054877,3.530,5.666,152.367,43.131,0.441,"그래서 인제, 각자, 나머지 세 분께서 이제 그."
1925.04,1925.57,0,hap,hap,0.6204,positive,0.4971,0.0000,0.0000,0.4971,0.2486,overall_neutral,중립,공감/배려,보통,0.078084,0.067727,0.530,9.434,151.469,17.464,0.941,더 하시고.
1925.57,1926.00,3,neu,neu,0.5102,neutral,0.4084,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.027628,0.049561,0.430,6.977,194.048,4.889,0.500,싶은.
1926.61,1941.39,0,sad,sad,0.6179,neutral,0.5039,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.039952,0.057542,14.778,4.263,150.818,39.401,0.602,그니까 지금의 대화에서 꼭 언급 언급되지 않았으나 어 이 맥락 맞든 안 맞든 어찌됐건 이런 얘기는 꼭 한번 해보고 싶다는 게 있으면 없애지도 않았죠. 그래.
1941.90,1957.35,3,sad,sad,0.8008,positive,0.4280,0.0000,0.0000,0.4280,0.2140,overall_neutral,중립,공감/배려,피곤/권태,0.038741,0.066353,15.458,4.528,158.940,55.684,0.539,"저는 뭐 이제 어, 지수님 적어준 주신 거 보고. 이제 같은 팀이 이 사람은 어떤 강점이 있고, 이 사람은 어떤 법분이 약하다는 거를 서로 알고 있으면 좋겠다 생각이 들거든요."
1958.34,1966.96,3,sad,sad,0.5387,negative,0.5379,0.0000,0.0000,-0.5379,-0.2690,overall_negative,부정/우려,중립,보통,0.051823,0.058225,8.620,5.916,137.355,32.967,0.648,"그래서 뭐 이제 업무 이제 딱 떨어졌을 때도 아, 이거는 이제 누구 하면서 그 자기네들끼리로 이렇게 분배도 하기 쉬울 것 같고."
1971.41,1984.25,2,sad,sad,0.8878,positive,0.5074,0.0000,0.0000,0.5074,0.2537,overall_positive,긍정/낙관,공감/배려,보통,0.094736,0.083423,12.840,5.296,192.860,39.413,0.896,어 맞아요? 저도 강점 생각 공부하다가 이제 우리 팀에서 뭐 해보지 생각들 파티를 해봤는데 저런 문화가 있더라고요. 다른 회사에서 그래서 어 해보면 괜찮을 것 같다.
1984.64,1995.86,2,sad,sad,0.5912,neutral,0.4496,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.093019,0.087138,11.224,5.880,206.060,51.981,0.775,저도 팀원들이랑 개별로 원언원으로 너의 강점은 이런 거 뭐 이렇게 서로 자기가 얘기하기도 하고 막 이랬지. 그룹 그룹 팀이 같이 모여서 이런 얘기 해본 적 없어요.
1996.43,2004.22,2,neu,neu,0.4992,positive,0.7739,0.0000,0.0000,0.7739,0.3869,overall_positive,긍정/낙관,공감/배려,몰입/열정,0.094049,0.088573,7.790,6.547,193.271,42.006,0.898,"이거 하면 약간 아, 저 친구 저런 강점이 있군. 내가 저기서도 도움을 받을 수 있겠다라고 명확하게 인지할 수도 있을 것 같고."
2004.87,2012.66,2,hap,hap,0.3813,neutral,0.5207,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.093844,0.080356,7.790,4.878,239.049,76.726,0.795,EE 팀의 강점이 생기면 이 더 큰 범위의 회사의 강점이 되지 않을까 요런 생각을 해봤습니다.
2013.92,2021.49,0,sad,sad,0.7412,positive,0.4496,0.0000,0.0000,0.4496,0.2248,overall_neutral,중립,공감/배려,보통,0.060153,0.065881,7.570,5.020,181.579,44.036,0.730,이게 시도를 해보실 거면 시도를 해보시고 난 피드백도 한번 들려주시면 좋을 것 같아요. 네.
2022.54,2023.32,2,hap,hap,0.6535,positive,0.4553,0.0000,0.0000,0.4553,0.2277,overall_neutral,중립,공감/배려,보통,0.046184,0.141836,0.780,7.692,164.754,16.436,0.600,알겠습니다.
2025.67,2029.25,1,neu,neu,0.7277,neutral,0.6066,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.050522,0.064305,3.580,6.425,204.150,44.302,0.884,"어, 어떤 어떤 자료 봤었는지도 공유해 주실 수 있어요."
2030.50,2041.51,2,sad,sad,0.4932,neutral,0.5923,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.089851,0.083094,11.010,4.905,199.153,38.430,0.809,"네, 그 지금 뭔가 자료를 다운받아 놓은 건 아닌데, 여기저기 찾아보고 한번 틀을 만들게 되면 그거를 공유드리겠습니다. 아, 네."
2041.91,2053.44,1,sad,sad,0.4317,neutral,0.5203,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.049941,0.069275,11.523,5.207,193.253,37.853,0.895,"뭐 네, 시간이 오래 걸릴 테니까 그냥 뭔가 힌트가 됐던 거라도 저는 이거 읽다 보니까 그 저번에 칠 월에 그 리더워크샵 가서 뭘 했었냐 하면 이게 뭔가?"
2053.44,2069.29,1,hap,hap,0.5614,neutral,0.5802,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.054375,0.078291,15.858,4.666,213.415,49.840,0.839,"약간 MBTI 테스트 비슷한 거였는데, 그 테스트 이름 기억이 안 난다. 뭔가 어쨌든 본인의 강점, 그니까 조직 조직 생활에 있어서 내가 어떤 역할이 더 잘 맞을지. 그리고 특성은?"
2069.34,2077.50,1,hap,hap,0.3950,neutral,0.5703,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.053287,0.067804,8.160,6.005,221.257,54.058,0.922,뭔지 약간 조직생활 중심으로 분석을 할 수 있는 그런 테스트를 한번 간단하게 했었거든요. 근데 그거를 해보니까 뭔가.
2077.90,2079.91,0,neu,neu,0.5440,neutral,0.7337,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.037504,0.072901,2.010,8.955,128.099,40.531,0.794,"앞선 시간에 한 거요, 지선 시간에 한 거요."
2080.09,2089.18,1,hap,hap,0.5750,neutral,0.4891,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.047520,0.066067,9.090,5.501,194.752,56.855,0.835,"그 앞 일 일 차에 했던 거 어, 기억나세요? 예, 네, 네, 네, 그거 제가 이 나중에 집 돌아가서 그 책 찍어서 올려드릴게요."
2089.18,2096.72,1,sad,sad,0.6960,positive,0.5111,0.0000,0.0000,0.5111,0.2556,overall_positive,긍정/낙관,공감/배려,몰입/열정,0.060167,0.069321,7.536,7.298,214.695,38.239,0.890,"네, 근데 그거를 해보니까 저도 그때 당시에 바로 들었던 생각이 아, 이거 우리 멤버들이랑 좀 다 같이 하고 싶다. 아, 책 있으시네요."
2096.74,2100.41,0,sad,sad,0.9545,negative,0.8277,0.0000,0.0000,-0.8277,-0.4138,overall_negative,짜증/불만,중립,몰입/열정,0.060953,0.068066,3.670,7.629,149.152,46.939,0.826,저 중간에 끊어 죄송한데 저 그 상당히 위험하다고 생각했었거든요.
2100.59,2103.32,1,sad,sad,0.4496,negative,0.7989,0.0000,0.0000,-0.7989,-0.3994,overall_negative,짜증/불만,중립,몰입/열정,0.063099,0.093097,2.740,7.664,203.645,25.585,0.895,"아, 그래요? 아, 그게 너무 진단되는 거 같아서."
2104.05,2117.80,0,sad,sad,0.7987,negative,0.6754,0.0000,0.0000,-0.6754,-0.3377,overall_negative,짜증/불만,중립,보통,0.053566,0.065225,13.751,5.745,163.448,30.295,0.747,그거를 안 그래도 저는 이제 위험하다고 생각을 했는데 뒷 시간에 수업하신 분이 그 얘기를 하시더라고요. 조금 위험할 수 있다. 왜냐하면 그게 사실 저거는 그 순간과 상황에 맞춰서 인제 그니까.
2118.08,2129.03,0,sad,sad,0.7726,neutral,0.4952,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.057368,0.060591,10.950,6.301,174.212,41.976,0.644,정확한 역량이 아니라 그 사람이 가지는 성향을 어떠한 걸로 단초해서 추정하는 건데. 그 성향을 정의 내려버리고 그 성향에 갇혀버릴 수가 있다라는 얘기를 하더라고요.
2129.42,2135.85,0,sad,sad,0.9773,neutral,0.3964,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.070330,0.051896,6.430,6.221,190.524,39.928,0.826,"그니까 뭐냐면 이게 정확한 역량, 검증된 역량을 강점으로 잡는 거는 저는 나쁜 것 같지는 않아요."
2135.85,2142.41,0,sad,sad,0.8815,positive,0.5931,0.0000,0.0000,0.5931,0.2966,overall_positive,긍정/낙관,공감/배려,몰입/열정,0.063992,0.056539,6.560,6.707,203.224,44.769,0.490,"예를 들면 명확하게 야, 우리 중에서 제가 엑셀은 제일 잘 다뤄 엑셀을 제일 잘 다루고 피부을 잘 쓰기 때문에."
2142.41,2154.30,0,sad,sad,0.9104,neutral,0.5197,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.060864,0.062631,11.892,6.475,166.235,31.832,0.753,뭔가가 우리가 시간에 리미스가 명확한데 분석해야 될 게 많으면 업무 배분을 이렇게 해보자. 니가 분석하는 초 그까 로 데이터를 일단 기본적으로 우리가 가공을 하고 시각하는 거를 해봐 봐.
2154.38,2161.75,0,sad,sad,0.7701,neutral,0.4314,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,긴장,0.065585,0.054263,7.370,7.056,188.944,44.531,0.857,"그럼 그거를 인사이트까지는 좀 어려울 수 있으니까 인사이트 해석하는 걸 얘가 잘해, 그럼 둘이서 쪼인 해갖고 그렇게 해봐봐."
2161.79,2171.34,0,sad,sad,0.7954,positive,0.7119,0.0000,0.0000,0.7119,0.3560,overall_positive,긍정/낙관,공감/배려,몰입/열정,0.067573,0.055868,9.547,6.494,178.558,48.333,0.786,지금은 일단 이렇게 갈 수 있는데 그까 영원히 이제 너는 예를 들면 그걸 잘하니까 뭐냐면 너는 수치적인 걸 좋아하고 계속 반복적인 업무를 좋아하는 사람.
2171.34,2184.77,0,sad,sad,0.7463,negative,0.8902,0.0000,0.0000,-0.8902,-0.4451,overall_negative,부정/우려,중립,보통,0.063189,0.048196,13.434,5.136,185.020,41.503,0.805,이렇게 정의를 내려버리면 그 사람은 그냥 거기에 갇혀버리게 될 것 같고. 말의 힘이라는 게 무서운 게 이게 되게 왜 위험하다고 생각했냐면. MBTI 만큼 매력적이기.
2184.80,2186.20,0,sad,sad,0.4744,negative,0.6425,0.0000,0.0000,-0.6425,-0.3212,overall_negative,짜증/불만,중립,보통,0.038740,0.033980,1.400,10.000,118.924,24.126,0.864,때문에 위험하다고 생각했거든.
2186.52,2188.90,1,neu,neu,0.4008,negative,0.8506,0.0000,0.0000,-0.8506,-0.4253,overall_negative,짜증/불만,중립,보통,0.048363,0.066068,2.380,5.882,169.565,33.191,0.960,과몰입하기가 쉽다. 지나치게.
2189.36,2200.92,0,sad,sad,0.8259,neutral,0.4066,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,보통,0.055438,0.063831,11.557,5.365,189.324,37.832,0.845,"어, 진짜 그렇게 하고 그다음부터는 그 틀에 맞춰서 계속 인제 사과하게 되고 그까 시월장하고도 그런 얘기했지만 언어의 힘이 되게 대담이 클 것 같은데."
2201.55,2218.79,0,sad,sad,0.6582,negative,0.6987,0.0000,0.0000,-0.6987,-0.3493,overall_negative,부정/우려,중립,긴장,0.047557,0.054290,17.241,4.466,181.351,46.438,0.694,"너는 어떤 사람이야라고 되면 나 스스로도 계속. 그런 형태로 인제 스스로가 인제 갈려고 하는 이제 그 뭐랄까 관성 같은 게 생기는 것 같더라고요. 그래서 조금 예, 저는 사실은 걱정들어다."
2218.79,2232.46,1,sad,sad,0.4538,positive,0.5258,0.0000,0.0000,0.5258,0.2629,overall_positive,긍정/낙관,공감/배려,보통,0.057381,0.062574,13.670,5.779,196.681,34.624,0.946,"아, 그러면 그러면 여기서 우리가 좀 이 얘기에 다 공감을 한다면은 조금 앞으로 좀 어 약간 유의해 볼 수 있는 거는 이런 강정 진단을 하는 거는 되게 긍정적인 효과에 대해서도 다 동의를 하니까 뭔가."
2232.46,2241.84,1,hap,hap,0.4391,neutral,0.6347,0.0000,0.0000,0.0000,0.0000,overall_neutral,중립,중립,피곤/권태,0.047133,0.059609,9.380,4.371,191.609,33.253,0.935,이제까지 그 사람이 해온 정말 명확한 뭔가 성과 기반으로 음 한다던지 음 뭐 이런 것들을 고려해보면.
2241.88,2254.43,0,sad,sad,0.8433,positive,0.5734,0.0000,0.0000,0.5734,0.2867,overall_positive,긍정/낙관,공감/배려,긴장,0.059822,0.055193,12.554,6.134,168.308,47.185,0.761,"좋겠네요. 저도 지금 연습을 계속해보고 있는 건데, 사람을 바라볼 때 제가 오랫동안 계속 인제 인사 어찌 됐건 이제 인사 쪽으로 관여를 많이 하다 보니까 저 사람 어때 이렇게 많이 물어봐요."
